date,time,Severity,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,forest_fire
3/21/21,13:00:00,0.0,3.911000013,68.85928345,0.0,935.5248413,0.0,13.39761162,4.511000156,7.06099987,0.344999999,0.338999987,N
3/21/21,14:00:00,0.0,4.210999966,65.71508026,0.0,935.5245361,0.0,16.31161308,4.56099987,6.960999966,0.344999999,0.338999987,N
3/21/21,15:00:00,0.0,5.31099987,63.36616898,0.0,936.1296997,0.0,17.07629776,4.861000061,6.81099987,0.344999999,0.338999987,N
3/21/21,16:00:00,0.0,7.410999775,55.03474808,0.0,936.7554932,0.0,15.84408855,5.81099987,6.761000156,0.344000012,0.338999987,N
3/21/21,17:00:00,0.0,9.061000824,46.57178879,0.0,936.9660645,0.0,15.64654446,7.160999775,6.761000156,0.342999995,0.338,N
3/21/21,18:00:00,0.0,10.56100082,38.11380386,0.0,937.2194824,0.0,16.11980057,8.711000443,6.910999775,0.342000008,0.338,N
3/21/21,19:00:00,0.0,11.76100063,36.39595032,0.0,937.2908936,0.0,15.77851582,10.21100044,7.111000061,0.340000004,0.337000012,N
3/21/21,20:00:00,0.0,12.61100006,34.1630249,0.0,937.1674805,0.0,16.17998695,11.51100063,7.410999775,0.338,0.337000012,N
3/21/21,21:00:00,0.0,13.26100063,31.90102386,0.0,936.9862061,0.0,15.68377399,12.56100082,7.761000156,0.335999995,0.335999995,N
3/21/21,22:00:00,0.0,13.51100063,33.55170059,0.0,936.5073853,0.0,13.97987175,13.26100063,8.161000252,0.333999991,0.335999995,N
3/21/21,23:00:00,0.0,13.46100044,37.30651093,0.0,936.2182617,0.0,12.26115704,13.61100006,8.561000824,0.333000004,0.335000008,N
3/22/21,0:00:00,0.0,12.76100063,46.11963272,0.0,936.2943726,0.0,10.2962513,13.56100082,8.961000443,0.328999996,0.333999991,N
3/22/21,1:00:00,0.0,11.26100063,57.45407867,0.0,936.0482178,0.0,11.16580486,12.91100025,9.261000633,0.328000009,0.333999991,N
3/22/21,2:00:00,0.0,8.861000061,68.89944458,0.0,935.8095703,0.0,8.825508118,11.66100025,9.461000443,0.328000009,0.333000004,N
3/22/21,3:00:00,0.0,6.611000061,78.35095978,0.0,935.2381592,0.0,7.49111414,10.06100082,9.511000633,0.328000009,0.333000004,N
3/22/21,4:00:00,0.0,5.56099987,77.35582733,0.0,935.1994019,0.0,7.386581898,8.761000633,9.511000633,0.328000009,0.333000004,N
3/22/21,5:00:00,0.0,4.761000156,74.22718811,0.0,934.8677979,0.0,6.877789497,7.710999966,9.411000252,0.328000009,0.333000004,N
